slug,name,equipment,media_thumb,media_video,source_url,external_id
standing-pancake,Standing Pancake,"[""bodyweight""]",,,https://wger.de/en/exercise/1396,1396
standing-pancake-good-morning,Standing Pancake Good Morning,"[""bodyweight""]",,,https://wger.de/en/exercise/1397,1397
hamstring-chokes,Hamstring Chokes,"[""bodyweight""]",,,https://wger.de/en/exercise/1398,1398
roll-down,Roll Down,"[""bodyweight""]",,,https://wger.de/en/exercise/1399,1399
crossbody-hamstring-stretch,Crossbody Hamstring Stretch,"[""bodyweight""]",,,https://wger.de/en/exercise/1400,1400
preacher-curl-externally-rotated,Preacher Curl - Externally Rotated,"[""db""]",,,https://wger.de/en/exercise/1658,1658
kickstand-rdl,Kickstand RDL,"[""barbell""]",,,https://wger.de/en/exercise/1688,1688
estensione-plank-gomito,Estensione Plank-Gomito,"[""bodyweight""]",,,https://wger.de/en/exercise/1406,1406
cossack-squat,Cossack squat,"[""bodyweight""]",,,https://wger.de/en/exercise/1407,1407
wall-sit,Wall-sit,"[""bodyweight""]",,,https://wger.de/en/exercise/1408,1408
dragon-flag,Dragon-flag,"[""bodyweight""]",,,https://wger.de/en/exercise/1409,1409
plancha-con-elevaci-n-de-pierna,Plancha con elevación de pierna,"[""bodyweight""]",,,https://wger.de/en/exercise/1410,1410
heel-touches,Heel Touches,"[""bodyweight""]",,,https://wger.de/en/exercise/1411,1411
abdominales-en-bicicleta,Abdominales en bicicleta,"[""bodyweight""]",,,https://wger.de/en/exercise/1412,1412
hack-squats,Hack Squats,"[""bodyweight""]",,,https://wger.de/en/exercise/1414,1414
abdominales-con-mancuerna,Abdominales con mancuerna,"[""db""]",,,https://wger.de/en/exercise/1415,1415
biceps-curl-machine,Biceps Curl Machine,"[""bodyweight""]",,,https://wger.de/en/exercise/1424,1424
toe-taps,Toe Taps,"[""bodyweight""]",,,https://wger.de/en/exercise/1425,1425
crunch-lateral-de-pie,Crunch lateral de pie,"[""bodyweight""]",,,https://wger.de/en/exercise/1426,1426
dumbbell-shoulder-rotations,Dumbbell Shoulder Rotations,"[""db""]",,,https://wger.de/en/exercise/1429,1429
plate-pinch-hold,Plate Pinch Hold,"[""bodyweight""]",,,https://wger.de/en/exercise/1430,1430
reverse-wood-chops,Reverse Wood Chops,"[""bodyweight""]",,,https://wger.de/en/exercise/1433,1433
lat-pull-db,Lat Pull DB,"[""db""]",,,https://wger.de/en/exercise/1434,1434
scapula-pulls,Scapula Pulls,"[""bodyweight""]",,,https://wger.de/en/exercise/1435,1435
pin-bench-press-bb,Pin Bench Press BB,"[""barbell""]",,,https://wger.de/en/exercise/1436,1436
pin-squat,Pin Squat,"[""barbell""]",,,https://wger.de/en/exercise/1437,1437
clean,Clean,"[""barbell""]",,,https://wger.de/en/exercise/1438,1438
pin-ohp,Pin OHP,"[""barbell""]",,,https://wger.de/en/exercise/1439,1439
push-ohp,Push OHP,"[""barbell""]",,,https://wger.de/en/exercise/1440,1440
incline-ohp-db,Incline OHP DB,"[""db""]",,,https://wger.de/en/exercise/1441,1441
kreis-press-db,Kreis Press DB,"[""db""]",,,https://wger.de/en/exercise/1442,1442
shoulder-raise-side-and-front-db,Shoulder Raise Side and Front DB,"[""db""]",,,https://wger.de/en/exercise/1443,1443
incline-chest-press-db,Incline Chest Press DB,"[""db""]",,,https://wger.de/en/exercise/1444,1444
jerk-ol,Jerk OL,"[""barbell""]",,,https://wger.de/en/exercise/1445,1445
clean-and-jerk-ol,Clean and Jerk OL,"[""barbell""]",,,https://wger.de/en/exercise/1446,1446
snatch-ol,Snatch OL,"[""barbell""]",,,https://wger.de/en/exercise/1447,1447
curl-inclinado-con-mancuernas,Curl inclinado con mancuernas,"[""bench"", ""db""]",,,https://wger.de/en/exercise/1448,1448
climbmill,ClimbMill,"[""bodyweight""]",,,https://wger.de/en/exercise/1449,1449
cobra-stretch,Cobra Stretch,"[""bodyweight""]",,,https://wger.de/en/exercise/1450,1450
estiramiento-de-rotaci-n-del-torso,Estiramiento de rotación del torso,"[""bodyweight""]",,,https://wger.de/en/exercise/1451,1451
estiramiento-de-rodilla-al-pecho,Estiramiento de rodilla al pecho,"[""bodyweight""]",,,https://wger.de/en/exercise/1452,1452
towel-superman,Towel Superman,"[""bodyweight""]",,,https://wger.de/en/exercise/1455,1455
cable-press-around,Cable Press Around,"[""bodyweight""]",,,https://wger.de/en/exercise/1457,1457
cross-body-cable-y-raise,Cross-Body Cable Y-Raise,"[""bodyweight""]",,,https://wger.de/en/exercise/1458,1458
no-leg-drive-dumbbell-chest-press,No Leg Drive Dumbbell Chest Press,"[""bench"", ""db""]",,,https://wger.de/en/exercise/1461,1461
punches,punches,"[""bodyweight""]",,,https://wger.de/en/exercise/1462,1462
dumbbell-underhand-dead-row,Dumbbell Underhand Dead Row,"[""db""]",,,https://wger.de/en/exercise/1463,1463
pause-hack-squats,Pause Hack Squats,"[""bodyweight""]",,,https://wger.de/en/exercise/1464,1464
curl-ara-a,Curl Araña,"[""bench""]",,,https://wger.de/en/exercise/1465,1465
calf-raise-using-hack-squat-machine,Calf Raise using Hack Squat Machine,"[""bodyweight""]",,,https://wger.de/en/exercise/1466,1466
incline-close-grip-barbell-bench-press,Incline Close Grip Barbell Bench Press,"[""barbell""]",,,https://wger.de/en/exercise/1467,1467
floor-skull-crusher,Floor Skull Crusher,"[""bodyweight""]",,,https://wger.de/en/exercise/1468,1468
bent-over-cable-flye,Bent over Cable Flye,"[""bodyweight""]",,,https://wger.de/en/exercise/1469,1469
1-arm-half-kneeling-lat-pulldown,1-Arm Half-Kneeling Lat Pulldown,"[""bodyweight""]",,,https://wger.de/en/exercise/1470,1470
kroc-row,Kroc Row,"[""bodyweight""]",,,https://wger.de/en/exercise/1471,1471
cable-shrug-in,Cable Shrug-In,"[""bodyweight""]",,,https://wger.de/en/exercise/1472,1472
reverse-cable-flye,Reverse Cable Flye,"[""bodyweight""]",,,https://wger.de/en/exercise/1473,1473
w-raise,W-Raise,"[""bodyweight""]",,,https://wger.de/en/exercise/1474,1474
black-widow-knee-slides,Black Widow Knee Slides,"[""bodyweight""]",,,https://wger.de/en/exercise/1475,1475
butterfly-sit-up,Butterfly Sit Up,"[""bodyweight""]",,,https://wger.de/en/exercise/1476,1476
seated-corkscrew,Seated Corkscrew,"[""bodyweight""]",,,https://wger.de/en/exercise/1477,1477
levitation-crunch,Levitation Crunch,"[""bodyweight""]",,,https://wger.de/en/exercise/1478,1478
sit-up-elbow-thrust,Sit Up Elbow Thrust,"[""bodyweight""]",,,https://wger.de/en/exercise/1479,1479
lying-triceps-extensions,Lying Triceps Extensions,"[""barbell"", ""db""]",,,https://wger.de/en/exercise/1480,1480
drag-pushdown,Drag Pushdown,"[""bodyweight""]",,,https://wger.de/en/exercise/1481,1481
dumbbell-cheat-curl,Dumbbell Cheat Curl,"[""db""]",,,https://wger.de/en/exercise/1482,1482
bizeps-curls-trifecta,Bizeps Curls Trifecta,"[""db""]",,,https://wger.de/en/exercise/1483,1483
omni-cable-cross-over,Omni Cable Cross-over,"[""bodyweight""]",,,https://wger.de/en/exercise/1484,1484
rocking-triceps-pushdown,Rocking Triceps Pushdown,"[""bodyweight""]",,,https://wger.de/en/exercise/1485,1485
alternating-high-cable-row,Alternating High Cable Row,"[""bodyweight""]",,,https://wger.de/en/exercise/1486,1486
hyper-y-w-combo,Hyper Y W Combo,"[""bodyweight""]",,,https://wger.de/en/exercise/1487,1487
dumbbell-pullover,Dumbbell Pullover,"[""db""]",,,https://wger.de/en/exercise/1488,1488
plank-jacks,Plank Jacks,"[""bodyweight""]",,,https://wger.de/en/exercise/1489,1489
lying-triceps-kickback,Lying Triceps Kickback,"[""bench"", ""db""]",,,https://wger.de/en/exercise/1490,1490
remada-unilateral-no-cabo,Remada unilateral no cabo,"[""bodyweight""]",,,https://wger.de/en/exercise/1491,1491
high-row,High Row,"[""bodyweight""]",,,https://wger.de/en/exercise/1492,1492
bayesian-curl,Bayesian Curl,"[""bodyweight""]",,,https://wger.de/en/exercise/1493,1493
sitting-calf-raises,Sitting Calf Raises,"[""bodyweight""]",,,https://wger.de/en/exercise/1494,1494
push-up,Push-Up,"[""bodyweight""]",,,https://wger.de/en/exercise/1551,1551
db-upper-chest-variation,DB Upper Chest Variation,"[""db""]",,,https://wger.de/en/exercise/1496,1496
db-underhand-bench-press,DB Underhand bench press,"[""bench"", ""db""]",,,https://wger.de/en/exercise/1497,1497
